bedrooms,bathrooms,area,tax_value,year_built,taxamount,fips,sale_date
2.0,2.0,1196.0,821062.0,1952.0,9250.61,6037.0,2017-05-15
5.0,4.0,2636.0,1879345.0,2000.0,20898.75,6037.0,2017-05-15
4.0,1.5,1367.0,527857.0,1960.0,5945.4,6059.0,2017-05-15
4.0,3.0,3340.0,262989.0,1913.0,3431.77,6037.0,2017-05-15
3.0,3.0,3730.0,2939147.0,1937.0,35464.34,6037.0,2017-05-15
3.0,2.0,1160.0,335031.0,1963.0,4134.53,6037.0,2017-05-15
4.0,2.0,1444.0,65329.0,1959.0,997.2,6059.0,2017-05-15
3.0,1.0,1034.0,182080.0,1941.0,2431.22,6037.0,2017-05-15
2.0,2.0,2052.0,831158.0,1949.0,10612.85,6037.0,2017-05-15
3.0,1.5,1254.0,326234.0,1964.0,3853.02,6059.0,2017-05-15
2.0,1.0,1124.0,541128.0,1922.0,6471.92,6037.0,2017-05-15
4.0,2.0,2433.0,267144.0,2009.0,3195.49,6037.0,2017-05-15
2.0,2.0,900.0,146370.0,1918.0,1840.0,6037.0,2017-05-15
3.0,2.0,1510.0,78858.0,1961.0,1160.38,6037.0,2017-05-15
4.0,4.5,4185.0,1211417.0,1981.0,13001.48,6111.0,2017-05-15
2.0,3.0,1723.0,501477.0,1993.0,6260.58,6059.0,2017-05-15
3.0,2.0,1146.0,60661.0,1961.0,922.62,6059.0,2017-05-15
4.0,3.0,1957.0,384884.0,1980.0,4802.54,6037.0,2017-05-15
4.0,2.0,1600.0,86863.0,1969.0,1217.71,6037.0,2017-05-15
3.0,2.0,1080.0,183019.0,1962.0,2713.59,6037.0,2017-05-15
2.0,1.0,908.0,65440.0,1949.0,1131.02,6037.0,2017-05-15
3.0,3.0,1867.0,110133.0,1959.0,1476.2,6037.0,2017-05-15
3.0,2.0,1163.0,505000.0,2000.0,5390.5,6111.0,2017-05-15
3.0,2.5,2162.0,779639.0,1966.0,8753.34,6059.0,2017-05-15
3.0,3.0,2928.0,817656.0,1976.0,10277.76,6037.0,2017-05-15
4.0,2.0,1219.0,57067.0,1955.0,983.06,6059.0,2017-05-15
2.0,1.0,736.0,222656.0,1922.0,2796.27,6037.0,2017-05-15
2.0,2.5,1404.0,442000.0,1976.0,4839.86,6059.0,2017-05-15
3.0,2.0,1952.0,122143.0,1961.0,1754.69,6037.0,2017-05-15
3.0,1.0,900.0,118279.0,1956.0,1714.63,6037.0,2017-05-15
3.0,2.5,1464.0,82239.0,1972.0,781.6,6059.0,2017-05-15
3.0,1.0,1252.0,619000.0,1928.0,6718.08,6037.0,2017-05-15
3.0,2.0,1352.0,48203.0,1961.0,1008.57,6037.0,2017-05-15
4.0,1.5,1237.0,53770.0,1959.0,859.5,6059.0,2017-05-15
4.0,2.0,2345.0,647586.0,1965.0,7375.62,6059.0,2017-05-15
3.0,3.0,1718.0,108224.0,1986.0,2337.83,6037.0,2017-05-15
4.0,2.5,1952.0,300072.0,1975.0,3694.48,6059.0,2017-05-15
3.0,3.0,3228.0,825484.0,1988.0,9326.77,6037.0,2017-05-15
3.0,2.0,1191.0,50283.0,1954.0,940.13,6037.0,2017-05-15
2.0,2.0,892.0,70612.0,1920.0,2378.6,6037.0,2017-05-15
4.0,3.5,3389.0,1315128.0,2001.0,17981.28,6059.0,2017-05-15
4.0,3.0,2558.0,648427.0,1961.0,7996.78,6037.0,2017-05-15
3.0,2.5,1281.0,257831.0,1983.0,3174.04,6059.0,2017-05-15
3.0,2.0,3242.0,1697663.0,1925.0,20436.95,6037.0,2017-05-15
4.0,2.5,2233.0,885381.0,2000.0,11072.64,6059.0,2017-05-15
4.0,4.5,4100.0,1568561.0,2009.0,17650.1,6059.0,2017-05-15
3.0,2.0,2046.0,383840.0,1966.0,4784.65,6037.0,2017-05-15
3.0,2.5,1774.0,642653.0,1970.0,6678.26,6059.0,2017-05-15
4.0,2.5,2199.0,639099.0,2004.0,10714.32,6059.0,2017-05-15
3.0,1.0,1005.0,71789.0,1953.0,1626.05,6037.0,2017-05-15
3.0,3.0,2395.0,223648.0,2006.0,3671.45,6037.0,2017-05-15
3.0,2.0,1960.0,133747.0,1955.0,1712.02,6037.0,2017-05-15
3.0,3.0,3689.0,1547000.0,1990.0,16152.92,6059.0,2017-05-15
5.0,3.0,3194.0,601790.0,1999.0,5805.92,6059.0,2017-05-15
5.0,2.0,2065.0,109508.0,1948.0,1432.7,6037.0,2017-05-15
3.0,2.0,1420.0,487867.0,1975.0,5829.79,6037.0,2017-05-15
3.0,2.0,1282.0,66638.0,1956.0,928.8,6037.0,2017-05-15
4.0,4.0,3695.0,323122.0,1969.0,4122.24,6111.0,2017-05-15
3.0,2.0,1332.0,573616.0,1974.0,6272.44,6059.0,2017-05-15
3.0,2.0,1530.0,631675.0,1957.0,7651.38,6037.0,2017-05-15
3.0,2.0,1760.0,324436.0,1989.0,3850.54,6111.0,2017-05-15
3.0,2.0,2151.0,763284.0,1951.0,9216.72,6037.0,2017-05-15
3.0,1.0,1169.0,35121.0,1929.0,404.42,6111.0,2017-05-15
3.0,2.0,1335.0,212641.0,1960.0,2953.11,6037.0,2017-05-15
2.0,1.0,710.0,56528.0,1937.0,617.06,6111.0,2017-05-15
2.0,2.5,1785.0,405573.0,1974.0,4122.82,6059.0,2017-05-15
4.0,4.0,4525.0,1488999.0,2005.0,15901.7,6059.0,2017-05-15
4.0,3.0,2311.0,622119.0,2014.0,8689.44,6111.0,2017-05-15
3.0,2.0,1798.0,282942.0,1954.0,3544.02,6037.0,2017-05-15
3.0,2.0,1954.0,289875.0,1961.0,3410.6,6059.0,2017-05-15
4.0,2.0,1417.0,173146.0,1956.0,848.44,6059.0,2017-05-15
2.0,1.5,1438.0,352000.0,1977.0,4004.58,6059.0,2017-05-15
4.0,3.0,2131.0,176945.0,1978.0,2727.17,6037.0,2017-05-15
3.0,2.0,1474.0,211871.0,1940.0,2600.07,6037.0,2017-05-15
4.0,3.0,1946.0,254400.0,1990.0,3904.99,6037.0,2017-05-15
2.0,1.0,840.0,158144.0,1929.0,1927.67,6037.0,2017-05-15
4.0,2.0,1729.0,477016.0,1968.0,5491.0,6111.0,2017-05-15
3.0,2.0,1304.0,138508.0,1989.0,2470.85,6037.0,2017-05-15
4.0,2.5,1840.0,711616.0,1965.0,7920.96,6059.0,2017-05-15
2.0,2.0,1482.0,79473.0,1954.0,1400.62,6037.0,2017-05-15
5.0,5.0,3324.0,881982.0,2001.0,11077.31,6037.0,2017-05-15
5.0,2.0,1982.0,334694.0,1964.0,3868.72,6059.0,2017-05-15
3.0,2.0,1869.0,502160.0,1984.0,6145.82,6037.0,2017-05-15
1.0,1.0,923.0,299147.0,1938.0,3628.28,6037.0,2017-05-15
3.0,2.5,2052.0,480448.0,1979.0,5475.0,6059.0,2017-05-15
3.0,3.0,2672.0,779860.0,1980.0,8364.24,6111.0,2017-05-15
3.0,2.0,1390.0,398679.0,1956.0,4895.44,6037.0,2017-05-15
2.0,1.0,907.0,378790.0,1950.0,4260.46,6059.0,2017-05-15
4.0,2.0,2271.0,1009645.0,1939.0,13330.49,6037.0,2017-05-15
3.0,2.0,1178.0,580723.0,1974.0,5824.38,6059.0,2017-05-15
3.0,2.0,1127.0,249654.0,1956.0,3212.21,6037.0,2017-05-15
3.0,2.0,1713.0,324673.0,1959.0,4491.37,6037.0,2017-05-15
4.0,1.5,1032.0,495000.0,1959.0,5783.48,6059.0,2017-05-15
3.0,1.0,1246.0,457000.0,1947.0,5847.39,6037.0,2017-05-15
4.0,8.0,10656.0,6418436.0,1934.0,74800.04,6037.0,2017-05-15
5.0,3.5,3870.0,1040235.0,2003.0,16452.16,6059.0,2017-05-15
3.0,3.0,2826.0,478937.0,1990.0,5221.6,6059.0,2017-05-15
2.0,1.0,1293.0,391885.0,1927.0,4853.69,6037.0,2017-05-15
4.0,2.0,1577.0,162118.0,1944.0,2144.06,6037.0,2017-05-16
4.0,2.5,2122.0,665000.0,1978.0,7077.56,6111.0,2017-05-16
3.0,1.0,1246.0,84959.0,1950.0,1807.19,6037.0,2017-05-16
3.0,2.0,1215.0,323287.0,1959.0,3983.14,6037.0,2017-05-16
5.0,3.0,1552.0,421585.0,1954.0,5169.14,6037.0,2017-05-16
3.0,3.0,2124.0,238583.0,2007.0,4801.22,6037.0,2017-05-16
2.0,1.0,768.0,267101.0,1924.0,3334.5,6059.0,2017-05-16
3.0,2.0,1096.0,68262.0,1955.0,1506.34,6037.0,2017-05-16
3.0,2.0,1856.0,173000.0,1964.0,2852.68,6037.0,2017-05-16
4.0,4.0,3711.0,1182533.0,1951.0,14388.58,6037.0,2017-05-16
3.0,1.0,1370.0,52149.0,1950.0,682.93,6037.0,2017-05-16
4.0,3.0,3226.0,624139.0,2011.0,7729.75,6037.0,2017-05-16
3.0,2.0,1275.0,436766.0,1951.0,5139.41,6037.0,2017-05-16
4.0,3.0,2635.0,124041.0,1965.0,1555.32,6059.0,2017-05-16
2.0,1.0,1254.0,186699.0,1919.0,2347.76,6037.0,2017-05-16
4.0,3.0,2561.0,864362.0,1998.0,9955.08,6059.0,2017-05-16
5.0,6.0,4994.0,1708273.0,2001.0,21616.49,6037.0,2017-05-16
3.0,2.0,1650.0,41986.0,1942.0,1325.5,6037.0,2017-05-16
4.0,2.0,2148.0,100580.0,1965.0,1360.04,6059.0,2017-05-16
2.0,1.0,840.0,352000.0,1930.0,4308.34,6037.0,2017-05-16
4.0,2.0,1429.0,232465.0,1964.0,2559.02,6111.0,2017-05-16
3.0,2.0,2044.0,391000.0,1997.0,5630.59,6037.0,2017-05-16
4.0,2.0,1637.0,361812.0,1971.0,4971.68,6037.0,2017-05-16
3.0,2.0,1120.0,70155.0,1955.0,1253.31,6037.0,2017-05-16
5.0,5.0,3530.0,1164975.0,1966.0,14215.52,6037.0,2017-05-16
4.0,3.0,2302.0,514914.0,1979.0,6342.2,6037.0,2017-05-16
3.0,3.0,2024.0,565908.0,1989.0,6637.17,6037.0,2017-05-16
4.0,2.0,2109.0,519967.0,1966.0,5376.34,6059.0,2017-05-16
3.0,1.0,1207.0,65975.0,1949.0,950.13,6037.0,2017-05-16
3.0,1.5,1109.0,162748.0,1954.0,2033.48,6059.0,2017-05-16
4.0,4.0,3553.0,320877.0,1956.0,4050.96,6037.0,2017-05-16
4.0,2.5,2601.0,363264.0,1995.0,3546.36,6059.0,2017-05-16
3.0,3.0,1520.0,355128.0,1964.0,4307.85,6037.0,2017-05-16
3.0,3.0,2043.0,708000.0,1987.0,8175.95,6037.0,2017-05-16
4.0,3.5,3119.0,750030.0,2001.0,8502.16,6059.0,2017-05-16
3.0,1.0,1204.0,385794.0,1922.0,10428.83,6037.0,2017-05-16
5.0,3.5,3573.0,989000.0,1998.0,10493.04,6059.0,2017-05-16
2.0,1.0,762.0,139469.0,1954.0,2029.28,6037.0,2017-05-16
5.0,3.0,2575.0,657151.0,1970.0,6704.4,6059.0,2017-05-16
3.0,2.0,1320.0,82006.0,1968.0,791.56,6059.0,2017-05-16
3.0,2.0,1797.0,74922.0,1951.0,1426.05,6037.0,2017-05-16
4.0,3.0,2417.0,530286.0,1976.0,6616.09,6037.0,2017-05-16
5.0,4.0,3642.0,953403.0,2001.0,12045.85,6037.0,2017-05-16
3.0,1.0,1293.0,43543.0,1950.0,886.36,6037.0,2017-05-16
3.0,2.0,1200.0,418000.0,1983.0,5734.01,6037.0,2017-05-16
3.0,2.0,2061.0,668034.0,1959.0,7341.64,6059.0,2017-05-16
2.0,1.0,1140.0,89839.0,1925.0,1117.79,6037.0,2017-05-16
4.0,2.0,1200.0,240200.0,1954.0,3104.13,6037.0,2017-05-16
3.0,3.0,2311.0,761000.0,1992.0,8209.02,6059.0,2017-05-16
4.0,3.0,2180.0,681353.0,1910.0,8249.65,6037.0,2017-05-16
3.0,2.0,1291.0,212795.0,1954.0,2831.39,6037.0,2017-05-16
4.0,2.0,1844.0,394263.0,1974.0,5045.82,6037.0,2017-05-16
3.0,2.0,1740.0,159630.0,1953.0,2057.91,6037.0,2017-05-16
4.0,2.0,1781.0,488077.0,1964.0,5759.98,6037.0,2017-05-16
3.0,1.0,1320.0,77625.0,1918.0,1152.96,6037.0,2017-05-16
2.0,1.0,520.0,201239.0,1924.0,2710.81,6037.0,2017-05-16
2.0,2.0,2332.0,873115.0,1950.0,10214.02,6037.0,2017-05-16
3.0,2.0,1404.0,150759.0,1957.0,2045.85,6037.0,2017-05-16
3.0,2.0,1521.0,453144.0,1978.0,5524.04,6059.0,2017-05-16
4.0,2.0,1823.0,500000.0,1978.0,5475.14,6111.0,2017-05-16
4.0,2.5,2718.0,483601.0,1994.0,5581.36,6059.0,2017-05-16
4.0,3.0,2759.0,155662.0,1966.0,2627.1,6037.0,2017-05-16
4.0,3.0,3096.0,727925.0,2002.0,8973.62,6037.0,2017-05-16
4.0,3.5,3742.0,1361000.0,2005.0,15479.88,6059.0,2017-05-16
2.0,2.0,1856.0,88391.0,1960.0,1208.42,6037.0,2017-05-16
3.0,2.0,1490.0,133899.0,1964.0,2013.33,6037.0,2017-05-16
3.0,2.0,1465.0,222741.0,1956.0,2871.49,6037.0,2017-05-16
3.0,2.0,1729.0,507000.0,1969.0,6300.56,6037.0,2017-05-16
3.0,2.0,1620.0,516444.0,1968.0,6242.1,6059.0,2017-05-16
5.0,4.0,3368.0,643000.0,2001.0,10276.58,6037.0,2017-05-16
4.0,4.5,2754.0,957704.0,1974.0,9661.84,6059.0,2017-05-16
4.0,2.0,1666.0,512700.0,1963.0,6068.42,6037.0,2017-05-16
4.0,3.0,2967.0,482031.0,1983.0,5127.02,6111.0,2017-05-16
5.0,4.0,3260.0,184275.0,1937.0,2488.15,6037.0,2017-05-16
2.0,2.0,1200.0,360301.0,1949.0,4333.02,6037.0,2017-05-16
4.0,2.0,1480.0,78317.0,1971.0,1722.97,6037.0,2017-05-16
4.0,2.5,2499.0,320447.0,1979.0,3248.4,6059.0,2017-05-16
3.0,2.0,1747.0,366056.0,1966.0,6123.49,6037.0,2017-05-16
3.0,3.0,1450.0,472000.0,1988.0,6970.24,6037.0,2017-05-16
3.0,2.0,1383.0,83825.0,1960.0,1335.1,6037.0,2017-05-16
3.0,2.0,1260.0,242996.0,1962.0,3015.89,6037.0,2017-05-16
4.0,6.0,3988.0,2455000.0,1939.0,29839.87,6037.0,2017-05-16
3.0,2.0,1542.0,327117.0,1948.0,11547.05,6037.0,2017-05-16
3.0,1.0,1220.0,500000.0,1949.0,6093.43,6037.0,2017-05-16
2.0,1.0,1083.0,386217.0,1917.0,4810.12,6059.0,2017-05-16
1.0,1.0,560.0,291569.0,1949.0,3722.1,6059.0,2017-05-16
3.0,2.0,1215.0,431814.0,1971.0,5081.56,6111.0,2017-05-16
3.0,2.0,1874.0,428204.0,1907.0,5276.62,6037.0,2017-05-16
2.0,1.0,803.0,345184.0,1942.0,4351.1,6037.0,2017-05-16
4.0,2.5,2798.0,676152.0,1973.0,7670.82,6059.0,2017-05-16
5.0,3.0,3174.0,849133.0,1999.0,9576.64,6059.0,2017-05-16
2.0,2.0,1913.0,95839.0,1953.0,1320.25,6037.0,2017-05-16
4.0,3.0,2334.0,680000.0,1974.0,8469.56,6037.0,2017-05-16
2.0,1.0,1110.0,274448.0,1929.0,3351.06,6037.0,2017-05-16
5.0,3.0,2355.0,325211.0,2001.0,6236.21,6037.0,2017-05-16
4.0,3.0,2001.0,261425.0,1977.0,3730.68,6037.0,2017-05-16
4.0,2.0,1665.0,80526.0,1951.0,1287.2,6037.0,2017-05-16
2.0,1.0,936.0,866785.0,1953.0,963.15,6037.0,2017-05-16
3.0,3.5,3830.0,648984.0,1987.0,6921.34,6111.0,2017-05-16
3.0,2.0,1066.0,315311.0,1955.0,3868.29,6037.0,2017-05-16
3.0,1.0,1026.0,104362.0,1948.0,1296.8,6037.0,2017-05-16
5.0,3.5,2785.0,148301.0,1969.0,1668.2,6111.0,2017-05-16
3.0,2.0,1608.0,424246.0,1961.0,5049.79,6037.0,2017-05-16
5.0,3.0,2388.0,143890.0,1963.0,1850.98,6037.0,2017-05-16
4.0,3.0,2295.0,243535.0,1964.0,3107.11,6037.0,2017-05-16
4.0,2.5,1962.0,244990.0,1978.0,3385.08,6111.0,2017-05-16
2.0,2.0,1320.0,481525.0,1948.0,7301.17,6037.0,2017-05-16
3.0,1.0,1026.0,319803.0,1950.0,5735.58,6037.0,2017-05-16
4.0,2.0,2227.0,1214890.0,1956.0,13098.22,6059.0,2017-05-16
3.0,1.5,1218.0,404763.0,1958.0,4875.7,6059.0,2017-05-16
4.0,5.0,4180.0,2387235.0,1998.0,28617.45,6037.0,2017-05-16
4.0,2.0,1806.0,372016.0,1964.0,4365.62,6111.0,2017-05-16
3.0,2.0,2090.0,746303.0,1979.0,9271.71,6037.0,2017-05-16
2.0,1.0,874.0,452000.0,1951.0,5394.06,6037.0,2017-05-16
4.0,2.0,2021.0,291343.0,1969.0,3473.26,6059.0,2017-05-16
4.0,2.0,2153.0,281285.0,1963.0,3393.38,6059.0,2017-05-16
4.0,2.0,1244.0,81131.0,1950.0,1292.61,6037.0,2017-05-16
4.0,4.0,3102.0,750759.0,1999.0,8433.48,6111.0,2017-05-16
4.0,2.5,2045.0,700000.0,1990.0,8910.06,6059.0,2017-05-16
3.0,3.0,1800.0,125461.0,1961.0,1698.31,6037.0,2017-05-16
4.0,2.0,1420.0,52758.0,1956.0,928.21,6037.0,2017-05-16
2.0,1.0,1081.0,41579.0,1940.0,930.01,6037.0,2017-05-16
2.0,1.0,721.0,101605.0,1939.0,1413.64,6059.0,2017-05-16
4.0,2.5,1855.0,466856.0,1999.0,7021.42,6059.0,2017-05-16
2.0,2.0,1032.0,316865.0,1931.0,3852.29,6037.0,2017-05-16
7.0,5.0,8790.0,23858374.0,1926.0,276797.83,6037.0,2017-05-16
2.0,2.0,1289.0,110352.0,1954.0,1910.44,6037.0,2017-05-16
3.0,2.0,1346.0,98291.0,1977.0,1209.62,6111.0,2017-05-16
3.0,3.0,2292.0,2944224.0,1924.0,34124.91,6037.0,2017-05-16
2.0,2.0,1084.0,217510.0,1924.0,3042.06,6037.0,2017-05-16
3.0,1.0,1056.0,57109.0,1951.0,907.13,6037.0,2017-05-16
3.0,2.5,2020.0,232589.0,1989.0,2875.66,6059.0,2017-05-16
4.0,3.0,3263.0,324441.0,1992.0,5019.97,6037.0,2017-05-16
4.0,3.0,2428.0,308688.0,1955.0,3849.2,6059.0,2017-05-16
3.0,2.0,1206.0,142966.0,1984.0,2492.95,6037.0,2017-05-16
3.0,1.0,984.0,746208.0,1944.0,9027.9,6037.0,2017-05-16
3.0,4.0,3293.0,1043394.0,1977.0,11751.04,6111.0,2017-05-16
3.0,2.0,1447.0,257357.0,1962.0,3167.0,6037.0,2017-05-16
4.0,2.5,2065.0,460812.0,1963.0,5397.32,6059.0,2017-05-16
4.0,4.0,2849.0,756648.0,1955.0,9210.66,6037.0,2017-05-16
3.0,2.0,1802.0,554010.0,1983.0,6448.62,6059.0,2017-05-16
3.0,2.0,1585.0,376187.0,1950.0,4622.74,6037.0,2017-05-16
5.0,3.0,1956.0,605621.0,1955.0,6973.35,6037.0,2017-05-16
2.0,1.0,776.0,282934.0,1947.0,3445.24,6037.0,2017-05-16
3.0,2.5,1690.0,665000.0,2000.0,8335.92,6059.0,2017-05-16
4.0,3.5,2860.0,859492.0,1999.0,9193.82,6111.0,2017-05-16
3.0,1.0,915.0,517766.0,1922.0,6301.93,6037.0,2017-05-16
3.0,2.0,1712.0,2030500.0,1965.0,21524.32,6059.0,2017-05-16
3.0,1.0,1044.0,256935.0,1952.0,3606.46,6037.0,2017-05-16
3.0,2.0,1822.0,489371.0,1990.0,5701.84,6111.0,2017-05-16
3.0,2.0,1600.0,258905.0,1961.0,3291.54,6037.0,2017-05-16
3.0,3.0,2136.0,1056810.0,1954.0,13600.68,6037.0,2017-05-16
5.0,3.0,3114.0,1053853.0,1923.0,12749.05,6037.0,2017-05-16
5.0,4.0,3912.0,977506.0,1977.0,11286.0,6111.0,2017-05-16
4.0,2.0,1383.0,326332.0,1954.0,3964.05,6037.0,2017-05-16
3.0,2.0,1394.0,805326.0,1950.0,9711.85,6037.0,2017-05-16
4.0,3.0,2225.0,974450.0,1941.0,12883.96,6037.0,2017-05-16
3.0,2.0,1345.0,452000.0,1939.0,5531.28,6037.0,2017-05-16
3.0,2.0,1241.0,471300.0,1955.0,5449.18,6037.0,2017-05-16
5.0,4.5,4170.0,1194000.0,1996.0,12321.44,6059.0,2017-05-16
3.0,2.0,1434.0,184000.0,1989.0,3014.41,6037.0,2017-05-16
4.0,2.0,1820.0,452258.0,1963.0,5221.93,6037.0,2017-05-16
3.0,3.0,2493.0,649355.0,1976.0,7714.34,6059.0,2017-05-16
3.0,2.0,1522.0,978580.0,1955.0,10924.58,6059.0,2017-05-16
4.0,2.0,1580.0,246865.0,1994.0,3260.58,6111.0,2017-05-16
4.0,3.0,2938.0,1188509.0,1951.0,14402.58,6037.0,2017-05-16
4.0,2.0,1833.0,476193.0,1956.0,5068.92,6059.0,2017-05-16
3.0,2.0,2028.0,265602.0,1957.0,3366.14,6037.0,2017-05-16
3.0,2.0,1187.0,72980.0,1953.0,1145.1,6059.0,2017-05-16
3.0,2.0,2179.0,242485.0,1978.0,2618.62,6111.0,2017-05-16
4.0,2.0,1606.0,58057.0,1954.0,966.68,6059.0,2017-05-16
3.0,2.0,1186.0,47163.0,1957.0,13096.41,6037.0,2017-05-16
3.0,2.5,2484.0,883267.0,1998.0,9880.98,6059.0,2017-05-16
3.0,2.0,1249.0,359190.0,1950.0,4959.05,6037.0,2017-05-16
3.0,2.0,1457.0,57435.0,1929.0,987.47,6037.0,2017-05-16
3.0,2.5,1762.0,603333.0,1987.0,6719.48,6111.0,2017-05-16
4.0,3.5,1480.0,332652.0,1959.0,4152.08,6059.0,2017-05-16
4.0,3.0,2132.0,190649.0,1977.0,3149.4,6037.0,2017-05-16
4.0,2.0,1553.0,155008.0,1994.0,2803.79,6037.0,2017-05-16
3.0,3.5,2564.0,1013215.0,1990.0,11371.22,6059.0,2017-05-16
2.0,1.0,810.0,293000.0,1950.0,4048.18,6037.0,2017-05-16
3.0,2.0,1402.0,643000.0,1954.0,7498.82,6037.0,2017-05-16
4.0,3.0,1926.0,1139087.0,1925.0,13443.63,6037.0,2017-05-16
4.0,3.0,1634.0,249342.0,2005.0,3309.12,6037.0,2017-05-16
3.0,2.0,1866.0,96578.0,1937.0,8269.06,6037.0,2017-05-16
5.0,2.0,2189.0,545421.0,1940.0,6609.5,6037.0,2017-05-16
4.0,4.0,4173.0,4142138.0,1950.0,49784.95,6037.0,2017-05-16
2.0,1.0,1216.0,109788.0,1922.0,1486.04,6037.0,2017-05-16
3.0,2.0,1192.0,181412.0,1954.0,2401.24,6037.0,2017-05-16
3.0,2.0,1736.0,1550000.0,1946.0,18690.79,6037.0,2017-05-16
2.0,2.0,1280.0,577826.0,1941.0,6403.85,6037.0,2017-05-16
4.0,3.0,1881.0,364675.0,1976.0,4239.66,6037.0,2017-05-16
0.0,1.0,470.0,67000.0,1912.0,1559.76,6037.0,2017-05-16
2.0,3.0,2239.0,1899747.0,1938.0,25978.75,6037.0,2017-05-16
5.0,1.0,1700.0,380718.0,1923.0,4782.94,6037.0,2017-05-16
2.0,1.0,950.0,295000.0,1934.0,3651.02,6037.0,2017-05-16
5.0,4.0,3686.0,1169000.0,2006.0,12590.72,6111.0,2017-05-16
4.0,2.5,2128.0,530412.0,1979.0,7539.06,6059.0,2017-05-16
4.0,4.0,3754.0,2976216.0,1934.0,35995.42,6037.0,2017-05-16
3.0,1.0,1106.0,46938.0,1960.0,794.53,6037.0,2017-05-16
4.0,3.0,3401.0,1587304.0,2000.0,19215.04,6037.0,2017-05-16
4.0,3.0,3848.0,1923665.0,1925.0,23252.7,6037.0,2017-05-16
3.0,2.0,1516.0,121317.0,1960.0,1641.72,6037.0,2017-05-16
3.0,2.0,1771.0,103473.0,1969.0,2283.3,6059.0,2017-05-16
2.0,1.0,1383.0,234787.0,1939.0,3453.16,6037.0,2017-05-16
4.0,2.5,2404.0,640196.0,1976.0,6743.0,6059.0,2017-05-16
3.0,4.0,3309.0,545818.0,1947.0,6588.73,6037.0,2017-05-16
3.0,1.0,1050.0,255408.0,1951.0,2981.94,6111.0,2017-05-16
5.0,7.0,7092.0,1853559.0,1990.0,21282.36,6037.0,2017-05-16
4.0,3.0,1808.0,637000.0,1994.0,6683.3,6111.0,2017-05-16
3.0,2.0,2404.0,180881.0,1939.0,2410.94,6037.0,2017-05-16
3.0,2.0,1820.0,1722092.0,1963.0,19138.88,6037.0,2017-05-16
3.0,2.0,1528.0,66839.0,1950.0,1220.94,6037.0,2017-05-16
3.0,3.0,1994.0,1079025.0,1967.0,13345.24,6037.0,2017-05-16
3.0,2.0,1869.0,361628.0,1950.0,4254.98,6037.0,2017-05-16
2.0,1.0,950.0,220328.0,1972.0,2761.04,6059.0,2017-05-16
3.0,4.0,2692.0,1345000.0,2003.0,14981.6,6059.0,2017-05-16
4.0,2.0,1907.0,121291.0,1958.0,1798.32,6037.0,2017-05-16
3.0,2.0,1170.0,47997.0,1957.0,869.19,6037.0,2017-05-16
4.0,2.0,1868.0,202725.0,1995.0,3281.2,6037.0,2017-05-16
3.0,2.0,1652.0,641441.0,1954.0,7028.76,6037.0,2017-05-16
4.0,4.0,3707.0,1073199.0,1952.0,13163.59,6037.0,2017-05-16
2.0,2.5,1454.0,206073.0,1978.0,2581.76,6059.0,2017-05-16
3.0,2.0,1436.0,244063.0,1953.0,3294.15,6037.0,2017-05-16
4.0,2.0,1640.0,148912.0,1998.0,2642.22,6037.0,2017-05-16
3.0,3.0,2624.0,388368.0,1983.0,5037.0,6037.0,2017-05-16
4.0,2.0,1234.0,52960.0,1955.0,987.6,6037.0,2017-05-16
4.0,3.0,3098.0,435695.0,1978.0,4356.8,6059.0,2017-05-16
2.0,2.0,1020.0,432902.0,1947.0,5175.63,6037.0,2017-05-16
5.0,4.0,3207.0,800641.0,1941.0,9733.33,6037.0,2017-05-16
3.0,2.0,2108.0,272367.0,1958.0,3429.23,6037.0,2017-05-16
3.0,2.0,2112.0,875853.0,1947.0,10282.67,6037.0,2017-05-16
4.0,3.0,2960.0,1389000.0,1994.0,15506.26,6059.0,2017-05-16
2.0,1.0,974.0,362250.0,1939.0,4672.38,6037.0,2017-05-16
4.0,3.0,2239.0,884200.0,1973.0,9851.66,6059.0,2017-05-16
2.0,1.0,1152.0,301947.0,1949.0,6932.45,6037.0,2017-05-16
2.0,1.0,780.0,109035.0,1927.0,1421.01,6037.0,2017-05-16
3.0,1.0,1122.0,51106.0,1961.0,946.92,6037.0,2017-05-16
5.0,3.0,2120.0,371360.0,2000.0,4644.14,6111.0,2017-05-16
4.0,2.0,1909.0,592754.0,1979.0,7652.64,6111.0,2017-05-16
4.0,4.5,4215.0,1355758.0,1999.0,17318.12,6059.0,2017-05-16
3.0,1.0,1182.0,238170.0,1905.0,3001.06,6037.0,2017-05-16
2.0,1.0,822.0,461938.0,1986.0,4778.42,6059.0,2017-05-16
4.0,2.0,1999.0,264587.0,1981.0,2831.4,6111.0,2017-05-16
6.0,5.5,4337.0,920959.0,2001.0,9814.74,6111.0,2017-05-16
2.0,2.5,1168.0,303031.0,1977.0,3603.02,6059.0,2017-05-16
3.0,2.0,1946.0,618000.0,1939.0,8131.91,6037.0,2017-05-16
2.0,2.0,1612.0,152390.0,1953.0,1934.46,6037.0,2017-05-16
5.0,4.0,4160.0,4744865.0,1994.0,54559.34,6037.0,2017-05-16
2.0,1.0,1237.0,622468.0,1922.0,6771.2,6037.0,2017-05-16
5.0,3.0,2300.0,1076954.0,1951.0,12269.16,6037.0,2017-05-16
